,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
3626,frozenset({'POSTAGE'}),"frozenset({'LUNCH BOX WITH CUTLERY RETROSPOT', 'DOLLY GIRL LUNCH BOX'})",0.7712082262210797,0.033419023136246784,0.02056555269922879,0.026666666666666665,0.7979487179487179,-0.005207472855717314,0.9930626474627601
5288,frozenset({'POSTAGE'}),"frozenset({'LUNCH BOX WITH CUTLERY RETROSPOT', 'SKULL LUNCH BOX WITH CUTLERY'})",0.7712082262210797,0.033419023136246784,0.02056555269922879,0.026666666666666665,0.7979487179487179,-0.005207472855717314,0.9930626474627601
5389,frozenset({'POSTAGE'}),"frozenset({'MINI PAINT SET VINTAGE', 'PLASTERS IN TIN WOODLAND ANIMALS'})",0.7712082262210797,0.033419023136246784,0.02056555269922879,0.026666666666666665,0.7979487179487179,-0.005207472855717314,0.9930626474627601
6475,frozenset({'POSTAGE'}),"frozenset({'RED RETROSPOT CHILDRENS UMBRELLA', 'PLASTERS IN TIN WOODLAND ANIMALS'})",0.7712082262210797,0.033419023136246784,0.02056555269922879,0.026666666666666665,0.7979487179487179,-0.005207472855717314,0.9930626474627601
591,frozenset({'FELTCRAFT PRINCESS LOLA DOLL'}),frozenset({'POSTAGE'}),0.033419023136246784,0.7712082262210797,0.02056555269922879,0.6153846153846154,0.797948717948718,-0.005207472855717314,0.594858611825193
2183,"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'PLASTERS IN TIN CIRCUS PARADE'})",frozenset({'POSTAGE'}),0.033419023136246784,0.7712082262210797,0.02056555269922879,0.6153846153846154,0.797948717948718,-0.005207472855717314,0.594858611825193
3623,"frozenset({'LUNCH BOX WITH CUTLERY RETROSPOT', 'DOLLY GIRL LUNCH BOX'})",frozenset({'POSTAGE'}),0.033419023136246784,0.7712082262210797,0.02056555269922879,0.6153846153846154,0.797948717948718,-0.005207472855717314,0.594858611825193
5285,"frozenset({'LUNCH BOX WITH CUTLERY RETROSPOT', 'SKULL LUNCH BOX WITH CUTLERY'})",frozenset({'POSTAGE'}),0.033419023136246784,0.7712082262210797,0.02056555269922879,0.6153846153846154,0.797948717948718,-0.005207472855717314,0.594858611825193
5388,"frozenset({'MINI PAINT SET VINTAGE', 'PLASTERS IN TIN WOODLAND ANIMALS'})",frozenset({'POSTAGE'}),0.033419023136246784,0.7712082262210797,0.02056555269922879,0.6153846153846154,0.797948717948718,-0.005207472855717314,0.594858611825193
6474,"frozenset({'RED RETROSPOT CHILDRENS UMBRELLA', 'PLASTERS IN TIN WOODLAND ANIMALS'})",frozenset({'POSTAGE'}),0.033419023136246784,0.7712082262210797,0.02056555269922879,0.6153846153846154,0.797948717948718,-0.005207472855717314,0.594858611825193
4757,"frozenset({'LUNCH BAG RED RETROSPOT', 'SPACEBOY LUNCH BOX'})",frozenset({'POSTAGE'}),0.05398457583547558,0.7712082262210797,0.033419023136246784,0.619047619047619,0.8026984126984126,-0.008214325837127695,0.6005784061696657
4760,frozenset({'POSTAGE'}),"frozenset({'LUNCH BAG RED RETROSPOT', 'SPACEBOY LUNCH BOX'})",0.7712082262210797,0.05398457583547558,0.033419023136246784,0.043333333333333335,0.8026984126984127,-0.008214325837127695,0.9888662970360883
852,frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),frozenset({'POSTAGE'}),0.08483290488431877,0.7712082262210797,0.05398457583547558,0.6363636363636364,0.8251515151515152,-0.011439258265541465,0.629177377892031
853,frozenset({'POSTAGE'}),frozenset({'LUNCH BAG DOLLY GIRL DESIGN'}),0.7712082262210797,0.08483290488431877,0.05398457583547558,0.07,0.8251515151515152,-0.011439258265541465,0.9840506399093346
6515,"frozenset({'SET/6 RED SPOTTY PAPER CUPS', 'PLASTERS IN TIN WOODLAND ANIMALS'})",frozenset({'POSTAGE'}),0.03598971722365039,0.7712082262210797,0.02313624678663239,0.6428571428571428,0.8335714285714285,-0.004619319195617266,0.6406169665809769
6518,frozenset({'POSTAGE'}),"frozenset({'SET/6 RED SPOTTY PAPER CUPS', 'PLASTERS IN TIN WOODLAND ANIMALS'})",0.7712082262210797,0.03598971722365039,0.02313624678663239,0.030000000000000002,0.8335714285714286,-0.004619319195617266,0.9938250337900512
256,frozenset({'BLUE HARMONICA IN BOX'}),frozenset({'POSTAGE'}),0.05141388174807198,0.7712082262210797,0.033419023136246784,0.6499999999999999,0.8428333333333332,-0.00623178540982415,0.6536907822254866
4504,"frozenset({'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG DOLLY GIRL DESIGN'})",frozenset({'POSTAGE'}),0.05141388174807198,0.7712082262210797,0.033419023136246784,0.6499999999999999,0.8428333333333332,-0.00623178540982415,0.6536907822254866
257,frozenset({'POSTAGE'}),frozenset({'BLUE HARMONICA IN BOX'}),0.7712082262210797,0.05141388174807198,0.033419023136246784,0.043333333333333335,0.8428333333333333,-0.00623178540982415,0.9915534337128168
4509,frozenset({'POSTAGE'}),"frozenset({'LUNCH BAG SPACEBOY DESIGN', 'LUNCH BAG DOLLY GIRL DESIGN'})",0.7712082262210797,0.05141388174807198,0.033419023136246784,0.043333333333333335,0.8428333333333333,-0.00623178540982415,0.9915534337128168
631,frozenset({'POSTAGE'}),frozenset({'JAM MAKING SET WITH JARS'}),0.7712082262210797,0.030848329048843187,0.02056555269922879,0.026666666666666665,0.8644444444444443,-0.0032249324284137695,0.9957037715251611
1531,frozenset({'POSTAGE'}),frozenset({'SET OF 6 SOLDIER SKITTLES'}),0.7712082262210797,0.030848329048843187,0.02056555269922879,0.026666666666666665,0.8644444444444443,-0.0032249324284137695,0.9957037715251611
6236,frozenset({'POSTAGE'}),"frozenset({'PLASTERS IN TIN SKULLS', 'PLASTERS IN TIN WOODLAND ANIMALS'})",0.7712082262210797,0.030848329048843187,0.02056555269922879,0.026666666666666665,0.8644444444444443,-0.0032249324284137695,0.9957037715251611
1473,frozenset({'RED RETROSPOT CHILDRENS UMBRELLA'}),frozenset({'POSTAGE'}),0.06940874035989718,0.7712082262210797,0.04627249357326478,0.6666666666666666,0.8644444444444445,-0.007256097963930987,0.6863753213367609
1472,frozenset({'POSTAGE'}),frozenset({'RED RETROSPOT CHILDRENS UMBRELLA'}),0.7712082262210797,0.06940874035989718,0.04627249357326478,0.060000000000000005,0.8644444444444445,-0.007256097963930987,0.9899907017447903
2954,frozenset({'POSTAGE'}),"frozenset({'CHARLOTTE BAG APPLES DESIGN', 'RED RETROSPOT CHARLOTTE BAG'})",0.7712082262210797,0.038560411311053984,0.02570694087403599,0.03333333333333333,0.8644444444444445,-0.00403116553551721,0.994592677954082
4694,frozenset({'POSTAGE'}),"frozenset({'LUNCH BAG RED RETROSPOT', 'PLASTERS IN TIN WOODLAND ANIMALS'})",0.7712082262210797,0.038560411311053984,0.02570694087403599,0.03333333333333333,0.8644444444444445,-0.00403116553551721,0.994592677954082
4713,frozenset({'POSTAGE'}),"frozenset({'LUNCH BAG RED RETROSPOT', 'RED  HARMONICA IN BOX'})",0.7712082262210797,0.038560411311053984,0.02570694087403599,0.03333333333333333,0.8644444444444445,-0.00403116553551721,0.994592677954082
630,frozenset({'JAM MAKING SET WITH JARS'}),frozenset({'POSTAGE'}),0.030848329048843187,0.7712082262210797,0.02056555269922879,0.6666666666666666,0.8644444444444445,-0.0032249324284137695,0.6863753213367609
1530,frozenset({'SET OF 6 SOLDIER SKITTLES'}),frozenset({'POSTAGE'}),0.030848329048843187,0.7712082262210797,0.02056555269922879,0.6666666666666666,0.8644444444444445,-0.0032249324284137695,0.6863753213367609
6233,"frozenset({'PLASTERS IN TIN SKULLS', 'PLASTERS IN TIN WOODLAND ANIMALS'})",frozenset({'POSTAGE'}),0.030848329048843187,0.7712082262210797,0.02056555269922879,0.6666666666666666,0.8644444444444445,-0.0032249324284137695,0.6863753213367609
2951,"frozenset({'CHARLOTTE BAG APPLES DESIGN', 'RED RETROSPOT CHARLOTTE BAG'})",frozenset({'POSTAGE'}),0.038560411311053984,0.7712082262210797,0.02570694087403599,0.6666666666666667,0.8644444444444446,-0.00403116553551721,0.6863753213367612
4691,"frozenset({'LUNCH BAG RED RETROSPOT', 'PLASTERS IN TIN WOODLAND ANIMALS'})",frozenset({'POSTAGE'}),0.038560411311053984,0.7712082262210797,0.02570694087403599,0.6666666666666667,0.8644444444444446,-0.00403116553551721,0.6863753213367612
4708,"frozenset({'LUNCH BAG RED RETROSPOT', 'RED  HARMONICA IN BOX'})",frozenset({'POSTAGE'}),0.038560411311053984,0.7712082262210797,0.02570694087403599,0.6666666666666667,0.8644444444444446,-0.00403116553551721,0.6863753213367612
1497,frozenset({'POSTAGE'}),frozenset({'RETROSPOT TEA SET CERAMIC 11 PC'}),0.7712082262210797,0.08740359897172237,0.05912596401028278,0.07666666666666667,0.8771568627450981,-0.008280410518037809,0.9883715534602285
1496,frozenset({'RETROSPOT TEA SET CERAMIC 11 PC'}),frozenset({'POSTAGE'}),0.08740359897172237,0.7712082262210797,0.05912596401028278,0.6764705882352942,0.8771568627450982,-0.008280410518037809,0.7071745734984811
382,frozenset({'CHILDRENS CUTLERY DOLLY GIRL'}),frozenset({'POSTAGE'}),0.07197943444730077,0.7712082262210797,0.04884318766066838,0.6785714285714285,0.8798809523809523,-0.006667944303830935,0.7117966295344187
383,frozenset({'POSTAGE'}),frozenset({'CHILDRENS CUTLERY DOLLY GIRL'}),0.7712082262210797,0.07197943444730077,0.04884318766066838,0.06333333333333334,0.8798809523809524,-0.006667944303830935,0.9907692870669387
3119,"frozenset({'CHILDRENS CUTLERY DOLLY GIRL', 'CHILDRENS CUTLERY SPACEBOY'})",frozenset({'POSTAGE'}),0.06426735218508997,0.7712082262210797,0.043701799485861184,0.68,0.8817333333333335,-0.00586171119672748,0.7149742930591262
3122,frozenset({'POSTAGE'}),"frozenset({'CHILDRENS CUTLERY DOLLY GIRL', 'CHILDRENS CUTLERY SPACEBOY'})",0.7712082262210797,0.06426735218508997,0.043701799485861184,0.05666666666666667,0.8817333333333335,-0.00586171119672748,0.9919427361995513
1637,frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY'}),frozenset({'RABBIT NIGHT LIGHT'}),0.12339331619537275,0.18766066838046272,0.02056555269922879,0.16666666666666666,0.8881278538812785,-0.0025905194916766364,0.9748071979434447
1636,frozenset({'RABBIT NIGHT LIGHT'}),frozenset({'STRAWBERRY LUNCH BOX WITH CUTLERY'}),0.18766066838046272,0.12339331619537275,0.02056555269922879,0.1095890410958904,0.8881278538812785,-0.0025905194916766364,0.984496737195966
1718,frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),frozenset({'RED TOADSTOOL LED NIGHT LIGHT'}),0.12853470437017994,0.17994858611825193,0.02056555269922879,0.16,0.8891428571428571,-0.002564085619312588,0.9762516831925573
1719,frozenset({'RED TOADSTOOL LED NIGHT LIGHT'}),frozenset({'SET/6 RED SPOTTY PAPER PLATES'}),0.17994858611825193,0.12853470437017994,0.02056555269922879,0.11428571428571428,0.8891428571428571,-0.002564085619312588,0.9839124305497969
1508,frozenset({'SET 2 TEA TOWELS I LOVE LONDON'}),frozenset({'POSTAGE'}),0.04113110539845758,0.7712082262210797,0.028277634961439587,0.6875,0.8914583333333334,-0.0034430118754171547,0.7321336760925451
1509,frozenset({'POSTAGE'}),frozenset({'SET 2 TEA TOWELS I LOVE LONDON'}),0.7712082262210797,0.04113110539845758,0.028277634961439587,0.03666666666666667,0.8914583333333334,-0.0034430118754171547,0.9953656345344731
250,frozenset({'POSTAGE'}),frozenset({'BLACK/BLUE POLKADOT UMBRELLA'}),0.7712082262210797,0.033419023136246784,0.02313624678663239,0.030000000000000002,0.8976923076923078,-0.002636778768313714,0.996475233880158
1233,frozenset({'POSTAGE'}),frozenset({'PICNIC BOXES SET OF 3 RETROSPOT'}),0.7712082262210797,0.033419023136246784,0.02313624678663239,0.030000000000000002,0.8976923076923078,-0.002636778768313714,0.996475233880158
1522,frozenset({'POSTAGE'}),frozenset({'SET OF 3 REGENCY CAKE TINS'}),0.7712082262210797,0.033419023136246784,0.02313624678663239,0.030000000000000002,0.8976923076923078,-0.002636778768313714,0.996475233880158
1541,frozenset({'POSTAGE'}),frozenset({'SET OF 72 RETROSPOT PAPER  DOILIES'}),0.7712082262210797,0.033419023136246784,0.02313624678663239,0.030000000000000002,0.8976923076923078,-0.002636778768313714,0.996475233880158
2216,frozenset({'POSTAGE'}),"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'PLASTERS IN TIN WOODLAND ANIMALS'})",0.7712082262210797,0.033419023136246784,0.02313624678663239,0.030000000000000002,0.8976923076923078,-0.002636778768313714,0.996475233880158
2582,frozenset({'POSTAGE'}),"frozenset({'ALARM CLOCK BAKELIKE PINK', 'PLASTERS IN TIN WOODLAND ANIMALS'})",0.7712082262210797,0.033419023136246784,0.02313624678663239,0.030000000000000002,0.8976923076923078,-0.002636778768313714,0.996475233880158
2948,frozenset({'POSTAGE'}),"frozenset({'CHARLOTTE BAG APPLES DESIGN', 'PLASTERS IN TIN WOODLAND ANIMALS'})",0.7712082262210797,0.033419023136246784,0.02313624678663239,0.030000000000000002,0.8976923076923078,-0.002636778768313714,0.996475233880158
3337,frozenset({'POSTAGE'}),"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'CIRCUS PARADE LUNCH BOX'})",0.7712082262210797,0.033419023136246784,0.02313624678663239,0.030000000000000002,0.8976923076923078,-0.002636778768313714,0.996475233880158
5295,frozenset({'POSTAGE'}),"frozenset({'SPACEBOY LUNCH BOX', 'LUNCH BOX WITH CUTLERY RETROSPOT'})",0.7712082262210797,0.033419023136246784,0.02313624678663239,0.030000000000000002,0.8976923076923078,-0.002636778768313714,0.996475233880158
7023,frozenset({'POSTAGE'}),"frozenset({'SET/10 RED POLKADOT PARTY CANDLES', 'SET/10 PINK POLKADOT PARTY CANDLES'})",0.7712082262210797,0.033419023136246784,0.02313624678663239,0.030000000000000002,0.8976923076923078,-0.002636778768313714,0.996475233880158
251,frozenset({'BLACK/BLUE POLKADOT UMBRELLA'}),frozenset({'POSTAGE'}),0.033419023136246784,0.7712082262210797,0.02313624678663239,0.6923076923076924,0.8976923076923079,-0.002636778768313714,0.7435732647814913
1232,frozenset({'PICNIC BOXES SET OF 3 RETROSPOT'}),frozenset({'POSTAGE'}),0.033419023136246784,0.7712082262210797,0.02313624678663239,0.6923076923076924,0.8976923076923079,-0.002636778768313714,0.7435732647814913
1523,frozenset({'SET OF 3 REGENCY CAKE TINS'}),frozenset({'POSTAGE'}),0.033419023136246784,0.7712082262210797,0.02313624678663239,0.6923076923076924,0.8976923076923079,-0.002636778768313714,0.7435732647814913
1540,frozenset({'SET OF 72 RETROSPOT PAPER  DOILIES'}),frozenset({'POSTAGE'}),0.033419023136246784,0.7712082262210797,0.02313624678663239,0.6923076923076924,0.8976923076923079,-0.002636778768313714,0.7435732647814913
2213,"frozenset({'ALARM CLOCK BAKELIKE GREEN', 'PLASTERS IN TIN WOODLAND ANIMALS'})",frozenset({'POSTAGE'}),0.033419023136246784,0.7712082262210797,0.02313624678663239,0.6923076923076924,0.8976923076923079,-0.002636778768313714,0.7435732647814913
2579,"frozenset({'ALARM CLOCK BAKELIKE PINK', 'PLASTERS IN TIN WOODLAND ANIMALS'})",frozenset({'POSTAGE'}),0.033419023136246784,0.7712082262210797,0.02313624678663239,0.6923076923076924,0.8976923076923079,-0.002636778768313714,0.7435732647814913
2945,"frozenset({'CHARLOTTE BAG APPLES DESIGN', 'PLASTERS IN TIN WOODLAND ANIMALS'})",frozenset({'POSTAGE'}),0.033419023136246784,0.7712082262210797,0.02313624678663239,0.6923076923076924,0.8976923076923079,-0.002636778768313714,0.7435732647814913
3336,"frozenset({'PLASTERS IN TIN CIRCUS PARADE', 'CIRCUS PARADE LUNCH BOX'})",frozenset({'POSTAGE'}),0.033419023136246784,0.7712082262210797,0.02313624678663239,0.6923076923076924,0.8976923076923079,-0.002636778768313714,0.7435732647814913
5290,"frozenset({'SPACEBOY LUNCH BOX', 'LUNCH BOX WITH CUTLERY RETROSPOT'})",frozenset({'POSTAGE'}),0.033419023136246784,0.7712082262210797,0.02313624678663239,0.6923076923076924,0.8976923076923079,-0.002636778768313714,0.7435732647814913
7018,"frozenset({'SET/10 RED POLKADOT PARTY CANDLES', 'SET/10 PINK POLKADOT PARTY CANDLES'})",frozenset({'POSTAGE'}),0.033419023136246784,0.7712082262210797,0.02313624678663239,0.6923076923076924,0.8976923076923079,-0.002636778768313714,0.7435732647814913
1564,frozenset({'POSTAGE'}),frozenset({'SKULL LUNCH BOX WITH CUTLERY'}),0.7712082262210797,0.05141388174807198,0.03598971722365039,0.04666666666666667,0.9076666666666667,-0.003661091322420547,0.9950204037607637
1565,frozenset({'SKULL LUNCH BOX WITH CUTLERY'}),frozenset({'POSTAGE'}),0.05141388174807198,0.7712082262210797,0.03598971722365039,0.7000000000000001,0.9076666666666668,-0.003661091322420547,0.7626392459297346
407,frozenset({'CHILDRENS CUTLERY SPACEBOY'}),frozenset({'POSTAGE'}),0.06940874035989718,0.7712082262210797,0.04884318766066838,0.7037037037037036,0.912469135802469,-0.00468540387652739,0.7721722365038559
406,frozenset({'POSTAGE'}),frozenset({'CHILDRENS CUTLERY SPACEBOY'}),0.7712082262210797,0.06940874035989718,0.04884318766066838,0.06333333333333334,0.9124691358024691,-0.00468540387652739,0.9935138003275119
1546,frozenset({'SET OF SALT AND PEPPER TOADSTOOLS'}),frozenset({'POSTAGE'}),0.043701799485861184,0.7712082262210797,0.030848329048843187,0.7058823529411764,0.9152941176470588,-0.002854858215317106,0.777892030848329
4925,"frozenset({'LUNCH BAG SPACEBOY DESIGN', 'PLASTERS IN TIN WOODLAND ANIMALS'})",frozenset({'POSTAGE'}),0.043701799485861184,0.7712082262210797,0.030848329048843187,0.7058823529411764,0.9152941176470588,-0.002854858215317106,0.777892030848329
5207,"frozenset({'LUNCH BOX WITH CUTLERY RETROSPOT', 'PLASTERS IN TIN WOODLAND ANIMALS'})",frozenset({'POSTAGE'}),0.043701799485861184,0.7712082262210797,0.030848329048843187,0.7058823529411764,0.9152941176470588,-0.002854858215317106,0.777892030848329
1547,frozenset({'POSTAGE'}),frozenset({'SET OF SALT AND PEPPER TOADSTOOLS'}),0.7712082262210797,0.043701799485861184,0.030848329048843187,0.04,0.9152941176470588,-0.002854858215317106,0.9961439588688946
4928,frozenset({'POSTAGE'}),"frozenset({'LUNCH BAG SPACEBOY DESIGN', 'PLASTERS IN TIN WOODLAND ANIMALS'})",0.7712082262210797,0.043701799485861184,0.030848329048843187,0.04,0.9152941176470588,-0.002854858215317106,0.9961439588688946
5210,frozenset({'POSTAGE'}),"frozenset({'LUNCH BOX WITH CUTLERY RETROSPOT', 'PLASTERS IN TIN WOODLAND ANIMALS'})",0.7712082262210797,0.043701799485861184,0.030848329048843187,0.04,0.9152941176470588,-0.002854858215317106,0.9961439588688946
1444,"frozenset({""POPPY'S PLAYHOUSE KITCHEN""})",frozenset({'POSTAGE'}),0.061696658097686374,0.7712082262210797,0.043701799485861184,0.7083333333333334,0.9184722222222224,-0.0038791707694239355,0.7844289386705842
1445,frozenset({'POSTAGE'}),"frozenset({""POPPY'S PLAYHOUSE KITCHEN""})",0.7712082262210797,0.061696658097686374,0.043701799485861184,0.05666666666666667,0.9184722222222224,-0.0038791707694239355,0.994667853606693
1717,frozenset({'RED TOADSTOOL LED NIGHT LIGHT'}),frozenset({'SET/6 RED SPOTTY PAPER CUPS'}),0.17994858611825193,0.13881748071979436,0.02313624678663239,0.12857142857142856,0.926190476190476,-0.001843762597392301,0.9882422352395802
2936,frozenset({'POSTAGE'}),"frozenset({'CHARLOTTE BAG APPLES DESIGN', 'PLASTERS IN TIN CIRCUS PARADE'})",0.7712082262210797,0.03598971722365039,0.02570694087403599,0.03333333333333333,0.9261904761904761,-0.0020486251082136656,0.9972520166651893
5192,frozenset({'POSTAGE'}),"frozenset({'LUNCH BOX WITH CUTLERY RETROSPOT', 'PLASTERS IN TIN SPACEBOY'})",0.7712082262210797,0.03598971722365039,0.02570694087403599,0.03333333333333333,0.9261904761904761,-0.0020486251082136656,0.9972520166651893
5407,frozenset({'POSTAGE'}),"frozenset({'SET/20 RED RETROSPOT PAPER NAPKINS', 'MINI PAINT SET VINTAGE'})",0.7712082262210797,0.03598971722365039,0.02570694087403599,0.03333333333333333,0.9261904761904761,-0.0020486251082136656,0.9972520166651893
5420,frozenset({'POSTAGE'}),"frozenset({'SET/6 RED SPOTTY PAPER PLATES', 'MINI PAINT SET VINTAGE'})",0.7712082262210797,0.03598971722365039,0.02570694087403599,0.03333333333333333,0.9261904761904761,-0.0020486251082136656,0.9972520166651893
